,textblob_polarity,textblob_polarity,textblob_subjectivity,textblob_subjectivity,nltk_si_compound,nltk_si_compound,nltk_si_pos,nltk_si_neg,nltk_si_neu,Complaint
2020-06-12,-0.0778,0.2201,0.45,0.2512,-0.5091,0.7483,0.0495,0.0758,0.8748,6
2020-06-13,-0.0125,,0.3042,,-0.3455,,0.053,0.076,0.871,1
2020-06-15,0.0008,0.0165,0.4087,0.2973,-0.2417,0.6344,0.0565,0.0878,0.8552,4
2020-06-16,-0.0818,0.2134,0.3838,0.0908,-0.0416,1.0539,0.0702,0.1395,0.7902,4
2020-06-17,0.0623,0.214,0.3664,0.0778,-0.0244,0.812,0.068,0.0816,0.8504,5
2020-06-18,-0.17,,0.22,,0.9837,,0.215,0.017,0.769,1
2020-06-19,0.0889,0.0552,0.368,0.0624,0.1844,0.9241,0.0808,0.0792,0.84,4
2020-06-20,0.2152,0.0529,0.5345,0.1097,-0.2171,0.3872,0.0605,0.0575,0.882,2
2020-06-21,-0.0826,0.2296,0.5041,0.1286,-0.0231,1.1772,0.081,0.089,0.8305,2
2020-06-22,0.1436,0.1695,0.3926,0.0682,0.4149,0.418,0.098,0.0528,0.8492,5
2020-06-23,0.0238,0.1125,0.3841,0.0645,-0.4266,0.6559,0.0823,0.125,0.7927,3
2020-06-24,0.1091,0.0921,0.3861,0.2028,0.2801,0.7873,0.0815,0.0705,0.8478,6
2020-06-25,-0.0014,0.0501,0.1949,0.1467,-0.5462,0.6034,0.039,0.089,0.872,8
2020-06-26,-0.0548,,0.5345,,0.8641,,0.114,0.08,0.806,1
2020-06-27,0.0109,0.0906,0.3426,0.0128,0.0712,0.9389,0.0435,0.0305,0.926,2
2020-06-28,-0.0053,0.1767,0.3847,0.0513,-0.1194,1.1507,0.0545,0.076,0.8695,2
2020-06-29,-0.0667,,0.3472,,-0.8159,,0.048,0.099,0.853,1
2020-06-30,-0.035,0.0801,0.3058,0.0318,0.101,1.2325,0.074,0.0665,0.86,2
2020-07-01,0.0458,0.1013,0.3417,0.2348,0.3893,0.7931,0.1148,0.0765,0.8088,4
2020-07-02,0.0907,0.0518,0.4666,0.0786,-0.0251,0.8831,0.0907,0.0827,0.8263,3
2020-07-03,0.1051,0.1769,0.4876,0.0341,0.4296,0.7657,0.08,0.054,0.866,2
2020-07-04,0.025,0.0354,0.195,0.1344,-0.7645,0.2929,0.0575,0.168,0.7745,2
2020-07-06,0.0143,0.0684,0.2481,0.1686,0.1488,0.8194,0.0522,0.0682,0.8798,6
2020-07-07,-0.017,0.1198,0.3489,0.0713,-0.5142,0.6213,0.0716,0.1091,0.8196,9
2020-07-09,0.0933,0.1666,0.3944,0.0708,-0.3852,0.5692,0.0505,0.054,0.8955,2
2020-07-10,0.024,0.0464,0.3513,0.1357,-0.5831,0.3434,0.0303,0.0897,0.88,3
2020-07-11,-0.0246,0.0859,0.3633,0.0695,0.1105,1.0107,0.0383,0.0473,0.9143,3
2020-07-12,0.18,,0.57,,0.7689,,0.135,0.054,0.811,1
2020-07-13,-0.0182,0.0653,0.3889,0.2109,-0.5355,0.5938,0.048,0.0855,0.867,2
2020-07-14,-0.125,0.0901,0.1333,0.1041,-0.0947,0.4233,0.0727,0.0573,0.8703,3
2020-07-15,0.0531,0.1401,0.3921,0.1075,-0.0672,0.8399,0.0638,0.066,0.87,5
2020-07-16,0.0,0.0,0.45,0.2121,-0.9512,0.0551,0.01,0.234,0.756,2
2020-07-17,0.12,,0.2767,,-0.4692,,0.031,0.077,0.892,1
2020-07-18,0.0182,,0.3146,,-0.8611,,0.089,0.094,0.817,1
2020-07-19,0.1021,,0.3668,,-0.6593,,0.06,0.075,0.864,1
2020-07-20,0.1158,0.0337,0.4693,0.0705,0.33,0.9174,0.137,0.081,0.782,2
2020-07-21,0.0619,0.0864,0.2476,0.2719,-0.4566,0.337,0.048,0.0695,0.8822,4
2020-07-22,0.0281,0.137,0.5083,0.2946,-0.1574,0.9769,0.0675,0.0505,0.8825,2
2020-07-23,0.0488,0.1185,0.3499,0.0635,-0.2399,0.9733,0.091,0.0583,0.8507,3
2020-07-24,0.067,0.1533,0.3441,0.1699,-0.0513,0.5663,0.04,0.019,0.9415,2
2020-07-25,0.2024,0.1726,0.3683,0.1715,0.0616,0.8325,0.1023,0.068,0.8293,3
2020-07-26,0.0267,0.0812,0.3691,0.0454,-0.9274,0.0018,0.0275,0.1035,0.8695,2
2020-07-27,-0.0084,0.0802,0.4057,0.04,-0.5125,0.7404,0.0477,0.0918,0.8603,6
2020-07-28,0.0823,0.1513,0.462,0.0627,0.5356,0.8162,0.0976,0.0818,0.8206,5
2020-07-29,-0.0085,0.0967,0.3962,0.0541,-0.2896,0.7736,0.0663,0.082,0.8517,3
2020-07-30,-0.0625,,0.2208,,-0.296,,0.0,0.061,0.939,1
2020-07-31,0.175,0.2475,0.5375,0.0177,0.5571,0.3035,0.091,0.026,0.883,2
2020-08-02,-0.0141,0.0199,0.1641,0.232,-0.326,0.7805,0.052,0.0565,0.8915,2
2020-08-03,0.2227,,0.5091,,0.8934,,0.078,0.0,0.922,1
2020-08-04,-0.0978,0.0499,0.1985,0.0155,-0.2728,0.4587,0.0755,0.085,0.8395,2
2020-08-05,-0.0065,0.1077,0.3889,0.0636,-0.2569,0.704,0.0344,0.0624,0.9034,5
2020-08-06,0.0095,0.0135,0.1838,0.26,0.0685,0.771,0.054,0.077,0.869,2
2020-08-07,0.0707,0.0995,0.369,0.0379,0.417,0.4286,0.052,0.0435,0.904,2
2020-08-08,-0.0088,,0.399,,-0.9811,,0.046,0.202,0.752,1
2020-08-09,0.1351,,0.4569,,0.9376,,0.134,0.044,0.822,1
2020-08-10,0.0941,0.0598,0.4141,0.0983,0.1151,0.8027,0.05,0.0503,0.8993,3
2020-08-11,0.0694,0.0411,0.3663,0.0725,-0.0944,0.7771,0.0765,0.0515,0.872,4
2020-08-13,0.0719,0.0557,0.3474,0.144,-0.1785,0.7808,0.0538,0.0525,0.894,4
2020-08-14,-0.0147,0.0385,0.335,0.0837,-0.1676,0.8539,0.057,0.0745,0.8685,4
2020-08-16,-0.1,,0.4444,,0.7176,,0.102,0.056,0.842,1
2020-08-17,0.0491,0.0593,0.3194,0.3457,-0.8468,0.0018,0.059,0.115,0.8255,2
2020-08-18,-0.0909,0.0883,0.3436,0.1211,-0.61,0.2952,0.036,0.1013,0.8622,4
2020-08-19,-0.0432,0.1535,0.2716,0.0654,-0.1465,0.9667,0.0623,0.077,0.861,3
2020-08-20,-0.0443,0.1258,0.2116,0.05,-0.945,0.052,0.042,0.119,0.839,2
2020-08-21,-0.0152,,0.5856,,-0.9557,,0.033,0.137,0.831,1
2020-08-22,0.0,,0.0,,-0.2023,,0.0,0.06,0.94,1
2020-08-23,-0.0682,0.0767,0.315,0.0982,-0.9164,0.0762,0.0437,0.1303,0.826,3
2020-08-25,0.0277,0.08,0.5728,0.289,-0.4528,0.7636,0.0712,0.104,0.8248,4
2020-08-26,-0.0678,0.0927,0.4905,0.1549,-0.6749,0.4313,0.0705,0.0885,0.84,2
2020-08-27,0.0808,0.1536,0.4189,0.0806,-0.6144,0.5321,0.0377,0.112,0.8497,3
2020-08-28,0.0207,0.037,0.3748,0.0042,0.1219,1.156,0.102,0.08,0.818,2
2020-08-30,0.1176,0.1873,0.5694,0.2554,-0.7474,0.2498,0.029,0.067,0.904,2
2020-08-31,0.0944,0.1035,0.2473,0.1439,-0.6527,0.3299,0.017,0.1047,0.8783,3
2020-09-01,0.0923,0.0934,0.3072,0.2113,-0.1877,0.7038,0.0612,0.0796,0.8592,5
2020-09-02,-0.0279,0.0311,0.3687,0.06,-0.6882,0.4303,0.06,0.0755,0.8645,2
2020-09-03,0.041,0.0992,0.2583,0.2538,-0.171,0.5205,0.0464,0.0226,0.9312,5
2020-09-04,0.0105,0.0276,0.3013,0.1823,-0.27,0.5847,0.0454,0.085,0.8696,5
2020-09-05,0.0613,0.0995,0.4037,0.1217,-0.8328,0.167,0.0577,0.1043,0.838,3
2020-09-06,0.1,,0.4542,,0.854,,0.147,0.054,0.799,1
2020-09-08,0.0782,,0.5509,,0.6992,,0.111,0.108,0.781,1
2020-09-09,-0.0215,0.1537,0.4449,0.0508,-0.5261,0.5876,0.0413,0.0713,0.887,3
2020-09-10,0.0454,0.1301,0.2891,0.1394,-0.3634,0.6135,0.0236,0.0672,0.909,5
2020-09-11,0.0216,0.2304,0.556,0.1693,-0.2443,1.0156,0.0623,0.1213,0.816,3
2020-09-12,0.0617,0.1069,0.3178,0.1939,-0.7889,0.1123,0.0302,0.0668,0.9028,4
2020-09-13,0.0,,0.125,,-0.5267,,0.0,0.057,0.943,1
2020-09-14,0.0322,0.0244,0.2722,0.1092,-0.3728,0.5272,0.023,0.049,0.9275,2
2020-09-15,0.0678,,0.4513,,0.7656,,0.105,0.064,0.831,1
2020-09-16,-0.0348,0.0915,0.481,0.0881,-0.0855,0.9687,0.066,0.0705,0.8625,2
2020-09-17,0.0208,0.0829,0.4226,0.0544,-0.1859,1.0214,0.04,0.0757,0.8847,3
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
2020-09-20,0.0182,,0.3919,,0.9465,,0.097,0.071,0.832,1
2020-09-21,0.0165,0.0388,0.3709,0.0282,-0.4797,0.8114,0.0257,0.08,0.8943,3
2020-09-22,0.1142,0.0511,0.3704,0.0366,0.3097,1.0964,0.1057,0.0517,0.8427,3
2020-09-23,0.0359,0.0751,0.4608,0.1009,-0.5389,0.4808,0.046,0.1056,0.8485,8
2020-09-24,0.0478,0.0425,0.3947,0.038,-0.2876,0.8948,0.067,0.0776,0.8554,5
2020-09-25,0.0789,0.0483,0.4003,0.0666,-0.1902,1.0353,0.059,0.0987,0.8427,3
2020-09-26,0.0,,0.0,,-0.5859,,0.0,0.241,0.759,1
2020-09-27,0.0589,,0.4691,,0.9966,,0.119,0.07,0.811,1
2020-09-28,-0.0256,0.0628,0.2559,0.0835,0.0998,0.1047,0.064,0.0405,0.8955,2
2020-09-29,0.0089,0.1677,0.4354,0.1229,-0.0718,0.9807,0.0696,0.0828,0.8476,5
2020-09-30,-0.0533,0.0503,0.3433,0.379,-0.1601,0.3463,0.0623,0.0627,0.875,3
2020-10-01,0.0253,0.0929,0.3997,0.1046,-0.3423,0.6096,0.0621,0.082,0.856,7
2020-10-02,-0.034,0.1242,0.3538,0.1529,-0.4951,0.7459,0.077,0.1018,0.8208,4
2020-10-03,-0.0288,0.0407,0.4804,0.1338,-0.5674,0.5508,0.035,0.105,0.86,2
2020-10-04,-0.0099,0.1397,0.482,0.211,-0.0179,0.8087,0.0703,0.0697,0.8603,3
2020-10-05,-0.0471,0.0666,0.1876,0.2654,-0.4843,0.6849,0.0375,0.091,0.8715,2
2020-10-06,-0.0153,0.061,0.5326,0.0737,0.6274,0.3277,0.087,0.0575,0.8555,2
2020-10-07,0.1417,0.146,0.2866,0.25,0.1926,0.3034,0.034,0.0137,0.9527,3
2020-10-08,0.0632,0.0017,0.3869,0.1171,-0.2418,0.393,0.027,0.0365,0.9365,2
2020-10-09,-0.0737,0.1952,0.3324,0.2107,-0.1894,0.703,0.0418,0.065,0.893,5
2020-10-10,0.1136,0.1607,0.2727,0.3857,0.1366,0.1932,0.0345,0.034,0.931,2
2020-10-11,-0.0509,0.0724,0.2454,0.1538,-0.3694,0.5717,0.0723,0.0795,0.848,4
2020-10-12,0.0635,0.0113,0.5176,0.0327,0.6836,0.3775,0.0825,0.0575,0.86,2
2020-10-13,0.077,0.1066,0.3887,0.1314,-0.0773,0.7004,0.082,0.0702,0.8486,5
2020-10-14,0.0046,0.0384,0.4352,0.0144,-0.9803,0.0164,0.036,0.1265,0.8375,2
2020-10-15,-0.0158,0.1005,0.2748,0.1749,-0.4725,0.559,0.0599,0.1006,0.8398,9
2020-10-16,0.0063,0.052,0.2644,0.1513,-0.3301,0.6782,0.0421,0.0803,0.8777,7
2020-10-17,0.0327,,0.4463,,0.8134,,0.094,0.071,0.835,1
2020-10-18,-0.059,0.0835,0.5304,0.0454,-0.4138,0.5148,0.052,0.081,0.8675,2
2020-10-19,0.0633,0.034,0.3655,0.0346,-0.8988,0.0076,0.0445,0.1485,0.807,2
2020-10-20,0.0523,0.1618,0.4413,0.0241,-0.4131,0.1379,0.046,0.085,0.869,2
2020-10-21,0.1741,0.1489,0.4543,0.0832,0.4203,0.4764,0.0663,0.049,0.8843,3
2020-10-22,-0.0306,0.0433,0.2644,0.3739,0.0245,1.1689,0.0965,0.17,0.7335,2
2020-10-23,-0.1448,0.0708,0.3199,0.136,-0.4684,0.8184,0.0593,0.0953,0.845,3
2020-10-24,-0.0277,0.0759,0.4553,0.2489,-0.4644,0.6032,0.0615,0.1095,0.829,2
2020-10-26,-0.06,,0.32,,-0.6722,,0.089,0.121,0.791,1
2020-10-27,0.0427,0.0579,0.3202,0.1893,-0.6175,0.7266,0.0542,0.116,0.8298,5
2020-10-28,-0.1095,0.1822,0.2286,0.1067,-0.7038,0.4709,0.0338,0.1205,0.846,4
2020-10-29,0.0295,0.1055,0.3931,0.1135,-0.0408,0.6283,0.0498,0.0482,0.9024,5
2020-10-30,-0.1053,0.0239,0.4095,0.0965,-0.7903,0.2794,0.023,0.105,0.8715,2
2020-10-31,0.0086,0.1394,0.4671,0.004,0.4268,0.0637,0.062,0.0175,0.92,2
2020-11-01,0.5,,0.15,,0.2263,,0.176,0.152,0.672,1
2020-11-02,-0.0323,0.178,0.5334,0.2209,-0.1373,0.9693,0.047,0.068,0.8847,3
2020-11-03,-0.1429,,0.2857,,-0.6818,,0.075,0.085,0.84,1
2020-11-04,0.0018,0.144,0.3077,0.2938,0.1819,0.094,0.0575,0.033,0.9095,2
2020-11-05,0.1079,0.0101,0.372,0.1254,-0.2272,0.3772,0.0525,0.0575,0.8895,2
2020-11-06,-0.011,0.1691,0.3886,0.1463,-0.0521,0.5301,0.059,0.0513,0.8903,3
2020-11-07,0.0271,0.0854,0.2991,0.1873,-0.6873,0.0448,0.0565,0.078,0.8655,2
2020-11-08,-0.0702,0.1008,0.3488,0.1599,0.272,0.9447,0.1137,0.1173,0.7693,3
2020-11-09,-0.0885,0.1979,0.4729,0.0806,-0.0882,0.8887,0.064,0.082,0.854,3
2020-11-10,-0.0016,0.0763,0.3133,0.0816,-0.4456,0.717,0.0572,0.078,0.8645,4
2020-11-11,0.0414,0.0829,0.4853,0.0499,-0.5581,0.403,0.0265,0.069,0.9045,2
2020-11-12,-0.1353,0.1185,0.3986,0.1313,-0.7064,0.3002,0.0553,0.1177,0.827,3
2020-11-13,-0.0863,0.0979,0.3316,0.0339,-0.7916,0.0687,0.04,0.1335,0.827,2
2020-11-14,0.1009,,0.3566,,0.9013,,0.051,0.032,0.917,1
2020-11-15,0.0288,,0.1439,,0.6908,,0.073,0.0,0.927,1
2020-11-16,0.048,0.0818,0.3474,0.2366,-0.3558,0.8295,0.0598,0.115,0.825,4
2020-11-17,0.0026,0.0179,0.2986,0.1448,-0.5188,0.3763,0.0612,0.0805,0.8582,4
2020-11-18,-0.15,,0.1,,-0.4939,,0.0,0.149,0.851,1
2020-11-19,0.0464,0.0553,0.369,0.0676,-0.2168,0.6945,0.0362,0.0555,0.9082,4
2020-11-20,0.042,0.0343,0.3936,0.1003,-0.4828,0.5887,0.049,0.0866,0.8644,5
2020-11-21,0.1362,0.163,0.324,0.2196,0.2534,0.4777,0.0618,0.037,0.901,5
2020-11-22,0.0556,,0.4796,,0.6369,,0.045,0.041,0.913,1
2020-11-23,0.0032,0.0476,0.1749,0.2421,0.0441,0.7485,0.1028,0.063,0.8342,4
2020-11-24,0.1902,0.0522,0.4524,0.2579,-0.0502,0.6933,0.061,0.0727,0.866,3
2020-11-25,0.0473,0.1009,0.3571,0.1153,-0.1643,0.6998,0.064,0.0605,0.8758,6
2020-11-26,-0.0083,,0.3359,,-0.999,,0.055,0.163,0.782,1
2020-11-27,-0.0003,0.0529,0.4534,0.0619,-0.9178,0.0545,0.054,0.0953,0.8503,3
2020-11-30,0.0491,,0.3847,,-0.8625,,0.0,0.051,0.949,1
2020-12-01,0.0883,0.2428,0.375,0.4125,-0.14,0.3791,0.09,0.1035,0.807,2
2020-12-02,-0.0507,0.0318,0.4083,0.0511,-0.8694,0.1953,0.065,0.1017,0.833,3
2020-12-03,-0.0085,0.0335,0.3998,0.1798,-0.2133,0.7334,0.0627,0.0792,0.8583,6
2020-12-04,-0.0363,0.1627,0.4477,0.1272,-0.5054,0.6617,0.0583,0.1064,0.8353,7
2020-12-05,0.13,,0.483,,0.0346,,0.037,0.037,0.926,1
2020-12-06,0.04,0.0811,0.3969,0.0646,-0.3987,0.7689,0.073,0.0837,0.843,3
2020-12-08,0.0017,0.1084,0.3531,0.0946,0.1515,1.0428,0.055,0.037,0.908,2
2020-12-09,0.0615,0.1262,0.5389,0.0314,0.1992,1.0022,0.08,0.0745,0.8455,2
2020-12-10,-0.0354,0.0141,0.3069,0.1236,-0.6745,0.0621,0.0317,0.0603,0.908,3
2020-12-11,-0.0697,0.0671,0.2915,0.1673,-0.2438,0.8552,0.0456,0.0958,0.8586,5
2020-12-12,0.0316,0.0703,0.308,0.1956,0.0537,0.9081,0.056,0.0383,0.9057,3
2020-12-13,0.0826,,0.5146,,-0.8249,,0.049,0.062,0.889,1
2020-12-14,-0.0197,0.0729,0.4882,0.172,-0.5083,0.7068,0.0318,0.1182,0.8502,4
2020-12-15,0.0196,0.0935,0.4001,0.1303,-0.4219,0.611,0.0417,0.1085,0.8498,6
2020-12-16,-0.0862,,0.567,,-0.0932,,0.069,0.066,0.864,1
2020-12-17,0.0476,0.0863,0.4164,0.0995,-0.3011,0.8611,0.0668,0.0972,0.836,5
2020-12-18,-0.1225,,0.6414,,-0.8176,,0.073,0.129,0.798,1
2020-12-19,-0.0408,0.1696,0.254,0.231,-0.842,0.1209,0.0397,0.1137,0.847,3
2020-12-20,0.0131,0.0186,0.2167,0.3065,-0.6006,0.5633,0.038,0.174,0.788,2
2020-12-21,-0.0508,0.102,0.371,0.1499,-0.4081,0.413,0.0522,0.0903,0.8573,6
2020-12-22,0.0432,0.0821,0.3395,0.3077,-0.7381,0.2308,0.0247,0.118,0.8573,3
2020-12-23,-0.1158,0.0167,0.4938,0.1792,-0.9618,0.0327,0.0373,0.1493,0.8133,3
2020-12-24,0.0736,0.1787,0.1855,0.0206,-0.2052,0.8011,0.061,0.052,0.887,2
2020-12-25,0.0669,0.039,0.3859,0.0823,0.1834,0.93,0.0745,0.0665,0.8585,2
2020-12-26,0.15,,0.5125,,-0.0772,,0.068,0.074,0.858,1
2020-12-27,0.1694,0.0039,0.4532,0.0832,-0.6996,0.2908,0.015,0.0565,0.9285,2
2020-12-28,0.1097,0.0528,0.4336,0.1222,0.14,0.7652,0.0613,0.0573,0.8813,3
2020-12-29,-0.0212,0.0017,0.4593,0.0151,-0.829,0.1527,0.0365,0.1265,0.8365,2
2020-12-30,-0.0595,0.073,0.4369,0.1531,-0.4029,0.7122,0.044,0.0857,0.8702,6
2020-12-31,0.0578,0.0689,0.2617,0.2388,-0.3701,1.0481,0.058,0.078,0.8643,3
2021-01-01,0.0704,0.1052,0.5141,0.0758,-0.9484,0.0214,0.0555,0.1195,0.8245,2
2021-01-02,0.0472,0.0377,0.3405,0.1383,0.7302,0.3656,0.082,0.0585,0.8595,2
2021-01-03,0.0389,,0.341,,0.5848,,0.087,0.033,0.88,1
2021-01-04,-0.0472,0.0904,0.2521,0.0206,-0.2122,0.8685,0.0905,0.0365,0.873,2
2021-01-05,0.0314,0.0738,0.3289,0.1444,-0.3263,0.5336,0.0585,0.1003,0.8412,6
2021-01-06,0.1154,0.089,0.3823,0.1281,-0.4027,0.6809,0.037,0.1,0.8627,4
2021-01-07,-0.0378,0.1382,0.4475,0.0791,-0.4903,0.7104,0.041,0.0907,0.8683,7
2021-01-08,-0.0667,,0.0333,,-0.3164,,0.014,0.029,0.957,1
2021-01-10,0.1136,0.1566,0.4423,0.0368,-0.7322,0.2801,0.0405,0.0655,0.894,2
2021-01-11,0.0151,0.0828,0.358,0.2837,0.2534,0.6437,0.0993,0.0513,0.849,6
2021-01-12,0.0505,0.0942,0.4347,0.0838,-0.6062,0.653,0.0238,0.1,0.8762,4
2021-01-13,-0.0595,0.0606,0.4089,0.0502,-0.9218,0.0287,0.0545,0.0805,0.865,2
2021-01-14,0.074,0.0939,0.409,0.05,0.3721,0.925,0.0958,0.045,0.859,4
2021-01-15,-0.0152,0.0938,0.2325,0.2055,-0.1802,0.7028,0.0418,0.055,0.9032,5
2021-01-16,0.0196,0.0278,0.5249,0.2208,-0.21,0.99,0.0425,0.075,0.8825,2
2021-01-17,0.0588,0.0636,0.4484,0.0812,-0.6252,0.3172,0.0465,0.0968,0.857,4
2021-01-18,0.0156,0.052,0.2599,0.1789,-0.7907,0.1829,0.0142,0.102,0.8838,4
2021-01-19,0.0078,0.0724,0.3821,0.0728,-0.6637,0.5297,0.039,0.1312,0.83,4
2021-01-20,0.0497,0.0236,0.344,0.1102,-0.4192,0.8506,0.0343,0.051,0.9153,3
2021-01-21,-0.0229,0.2084,0.3966,0.0687,-0.6907,0.2643,0.0395,0.1252,0.8355,4
2021-01-22,0.0146,0.0949,0.3932,0.1135,-0.1828,0.6043,0.036,0.0528,0.9114,5
2021-01-23,0.0485,0.0529,0.336,0.1391,-0.3631,0.4241,0.0565,0.0615,0.882,4
2021-01-24,-0.096,,0.3949,,-0.8765,,0.033,0.088,0.879,1
2021-01-25,0.0521,,0.3271,,-0.8658,,0.0,0.094,0.906,1
2021-01-26,0.0154,0.1143,0.3467,0.1228,-0.4523,0.7814,0.0728,0.0906,0.8368,5
2021-01-27,0.0521,0.0764,0.4401,0.0892,-0.4394,0.8375,0.0688,0.0789,0.8524,8
2021-01-28,0.1046,0.0713,0.4728,0.1658,-0.2951,0.9291,0.059,0.078,0.8625,2
2021-01-29,-0.0331,0.1082,0.3066,0.1199,0.1709,0.8981,0.0708,0.0435,0.8858,4
2021-01-31,0.0131,0.2542,0.5631,0.3822,0.0313,1.0951,0.08,0.089,0.831,2
2021-02-01,0.0656,0.0402,0.4297,0.0029,0.0365,1.3615,0.0955,0.087,0.8175,2
2021-02-02,0.0458,0.0719,0.4415,0.1106,-0.9805,0.0171,0.049,0.1527,0.7983,3
2021-02-03,0.1352,0.2217,0.3978,0.1294,-0.1819,0.6938,0.0696,0.083,0.8476,5
2021-02-04,0.0303,0.0832,0.4183,0.1886,-0.2073,0.6154,0.0548,0.0748,0.8704,5
2021-02-05,-0.0154,,0.3662,,0.9627,,0.087,0.038,0.875,1
2021-02-06,0.2,,0.2,,-0.6346,,0.022,0.095,0.883,1
2021-02-07,-0.0513,,0.3338,,-0.7097,,0.056,0.073,0.87,1
2021-02-08,-0.0459,0.095,0.3892,0.0632,-0.3467,0.9583,0.0967,0.11,0.7933,3
2021-02-09,0.1095,0.3323,0.3537,0.4048,-0.5389,0.3626,0.0282,0.0872,0.8848,4
2021-02-11,-0.0343,0.0809,0.2584,0.2442,-0.9053,0.0832,0.0213,0.0947,0.884,3
2021-02-12,0.0278,0.0762,0.407,0.1541,-0.338,0.8917,0.0642,0.1078,0.8282,5
2021-02-13,-0.0644,0.0478,0.3598,0.1106,-0.9446,0.053,0.0376,0.1046,0.8578,5
2021-02-14,0.0718,,0.5346,,-0.9075,,0.068,0.089,0.843,1
2021-02-15,0.0207,0.0774,0.3079,0.0938,-0.9229,0.0525,0.0423,0.1067,0.851,3
2021-02-16,0.0471,0.0835,0.3463,0.1266,-0.5805,0.5795,0.0593,0.1187,0.8217,3
2021-02-17,-0.0034,0.0298,0.2693,0.1602,-0.5448,0.3699,0.053,0.1022,0.845,5
2021-02-18,0.0484,0.1041,0.4099,0.127,-0.0508,0.827,0.0764,0.0856,0.8384,7
2021-02-19,-0.1603,0.2041,0.4973,0.1208,-0.365,0.5619,0.0517,0.1095,0.839,6
2021-02-20,0.088,0.0948,0.4357,0.08,-0.2799,0.3722,0.0505,0.0715,0.8782,6
2021-02-21,-0.1019,0.0629,0.4504,0.226,-0.264,0.518,0.0837,0.0877,0.829,3
2021-02-22,-0.0285,0.1649,0.4543,0.1714,0.1022,0.5,0.1662,0.131,0.7026,5
2021-02-23,-0.0843,0.1626,0.3467,0.1329,-0.5446,0.4885,0.0277,0.0783,0.8937,3
2021-02-24,0.0388,0.0899,0.3529,0.176,-0.399,0.5138,0.055,0.1284,0.8167,9
2021-02-25,-0.0143,0.0385,0.2772,0.1717,-0.6803,0.2427,0.0204,0.0826,0.8972,5
2021-02-26,0.0037,0.0052,0.1704,0.1467,-0.6898,0.2534,0.0395,0.085,0.8755,2
2021-02-27,0.0333,0.0471,0.2292,0.1827,-0.3726,0.1326,0.043,0.0765,0.88,2
2021-02-28,-0.0417,0.0354,0.3056,0.1493,-0.5933,0.4455,0.009,0.118,0.873,2
2021-03-01,0.0098,0.0571,0.3957,0.1096,-0.1157,0.8,0.0603,0.0753,0.8644,7
2021-03-02,-0.024,0.1105,0.4531,0.2293,-0.6495,0.5943,0.0566,0.1182,0.8249,8
2021-03-03,0.0111,,0.3944,,-0.4902,,0.029,0.077,0.895,1
2021-03-04,0.0907,0.1004,0.4269,0.1422,-0.3288,0.7286,0.0668,0.0995,0.8337,6
2021-03-05,0.193,0.3077,0.3789,0.2787,-0.6587,0.5042,0.0288,0.1036,0.8676,5
2021-03-06,0.063,,0.4441,,0.9851,,0.125,0.006,0.869,1
2021-03-07,0.0581,0.0822,0.2219,0.3138,-0.5152,0.0163,0.05,0.1155,0.8345,2
2021-03-08,-0.009,0.0637,0.4094,0.0984,-0.2934,0.8572,0.062,0.0958,0.8422,4
2021-03-09,0.0209,0.0576,0.2643,0.1844,-0.1607,0.4696,0.0742,0.0984,0.8272,5
2021-03-10,0.0853,0.1671,0.3155,0.1185,-0.5389,0.273,0.047,0.091,0.8618,6
2021-03-11,0.093,0.0751,0.4794,0.1415,-0.3362,1.1388,0.0863,0.1017,0.8113,3
2021-03-12,-0.005,0.1421,0.3793,0.0843,-0.2539,0.8212,0.0495,0.1075,0.8432,6
2021-03-13,0.0245,0.1987,0.3583,0.1665,0.1678,0.0368,0.0847,0.0743,0.841,3
2021-03-14,0.0931,0.1418,0.3414,0.0316,-0.8543,0.1922,0.037,0.0815,0.881,2
2021-03-15,0.0031,,0.2996,,-0.6296,,0.026,0.042,0.932,1
2021-03-16,0.0458,0.0477,0.2192,0.2321,-0.3287,0.8045,0.0597,0.1527,0.7877,3
2021-03-17,0.0391,0.0111,0.4075,0.0348,0.9574,0.0006,0.0925,0.0405,0.867,2
2021-03-18,0.0396,0.0419,0.3427,0.04,-0.6651,0.4542,0.0482,0.0868,0.8652,4
2021-03-19,0.05,0.1414,0.3,0.0707,-0.0381,0.9622,0.0495,0.0635,0.8875,2
2021-03-20,0.0413,0.0251,0.2572,0.1547,-0.1966,0.8792,0.1492,0.0568,0.7944,5
2021-03-21,-0.0732,0.1113,0.3999,0.1534,-0.2554,0.7649,0.0983,0.1301,0.7716,7
2021-03-22,-0.0029,0.06,0.3012,0.1771,-0.2619,0.6461,0.0822,0.0948,0.8228,5
2021-03-23,-0.0677,0.0929,0.3974,0.2253,-0.7122,0.3065,0.0242,0.1093,0.8667,11
2021-03-24,0.0684,0.1467,0.385,0.0713,-0.4361,0.7073,0.0653,0.1134,0.8217,7
2021-03-25,-0.036,0.1511,0.4926,0.1461,-0.9485,0.0035,0.082,0.149,0.77,2
2021-03-26,0.01,0.1075,0.4305,0.124,-0.3202,1.1432,0.065,0.114,0.821,3
2021-03-27,0.0404,0.0958,0.4352,0.0488,-0.3322,1.1025,0.068,0.094,0.8377,3
2021-03-28,0.0051,,0.321,,-0.9201,,0.046,0.076,0.878,1
